associatedReferences,verbatimTaxonRank,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.02,single observation,mm,NA,NA,NA,NA,LACM ENT 602496,1955-07-08,F,adult,Gainesville,NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252684,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.75,single observation,mm,NA,NA,NA,NA,LACM ENT 602497,1953-06-26,M,adult,"Westgard Pass, 7 Mi. West",NA,NA,NA,NA,NA,United States,California,Inyo,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.18,single observation,mm,NA,NA,NA,NA,LACM ENT 602498,1997-06-03,F,adult,"Oahu, Koko Crater Bot Garden",21.29°N,157.68°W,NA,NA,NA,United States,Hawaii,Honolulu,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252678,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.79,single observation,mm,NA,NA,NA,NA,LACM ENT 602499,1950-07-25,F,adult,Huachuca canyon,NA,NA,NA,NA,NA,United States,Arizona,Cochise,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,8.67,single observation,mm,NA,NA,NA,NA,LACM ENT 602500,1969-03-15,F,adult,"Kapcherop Camp, 7100'",NA,NA,NA,NA,NA,Kenya,NA,Elgeyo-Marakwet County,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.73,single observation,mm,NA,NA,NA,NA,LACM ENT 602501,1958-07-22,F,adult,Hilo,NA,NA,NA,NA,NA,United States,Hawaii,Hawaiʻi,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252687,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.08,single observation,mm,NA,NA,NA,NA,LACM ENT 602502,1980-07-02,M,adult,"Green's Well, Clark Range",NA,NA,NA,NA,NA,United States,California,San Bernardino,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.67,single observation,mm,NA,NA,NA,NA,LACM ENT 602508,1997-06-01,F,adult,"Oahu, Koko Crater Bot Garden",21.29°N,157.68°W,NA,NA,NA,United States,Hawaii,Honolulu,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252701,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.03,single observation,mm,NA,NA,NA,NA,LACM ENT 602512,05/2-3/1964,F,adult,"Can. de Guadalupe, Sierra de Juarez",NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.19,single observation,mm,NA,NA,NA,NA,LACM ENT 602516,04/21-22/1952,F,adult,"Brushy Mountains, 1400-2000 ft.",,,NA,NA,NA,United States,North Carolina,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252700,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.22,single observation,mm,NA,NA,NA,NA,LACM ENT 602519,NA,F,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252690,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.28,single observation,mm,NA,NA,NA,NA,LACM ENT 602520,1958-09-14,F,adult,"El Tajo Canyon, Sierra Juarez Mtns.",NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252686,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.66,single observation,mm,NA,NA,NA,NA,LACM ENT 602521,1958-03-21,M,adult,"Sycamore Canyon, Baboquivaria Mts.",NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252699,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.04,single observation,mm,NA,NA,NA,NA,LACM ENT 602522,1958-09-07,M,adult,"Brown Canyon, Baboquivari Mts.",NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252692,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.72,single observation,mm,NA,NA,NA,NA,LACM ENT 602525,03/00/1940,M,adult,Tucson,NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252693,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.09,single observation,mm,NA,NA,NA,NA,LACM ENT 602527,05/2-3/1964,F,adult,"Can. de Guadalupe, Sierra de Juarez",NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252688,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.82,single observation,mm,NA,NA,NA,NA,LACM ENT 602534,1955-05-30,M,adult,China Ranch,NA,NA,NA,NA,NA,United States,California,Inyo,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.37,single observation,mm,NA,NA,NA,NA,LACM ENT 602537,1997-06-01,F,adult,"Oahu, Koko Crater Bot Garden",21.29°N,157.68°W,NA,NA,NA,United States,Hawaii,Honolulu,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,7.03,single observation,mm,NA,NA,NA,NA,LACM ENT 602542,1978-09-22,F,adult,Hana,NA,NA,NA,NA,NA,United States,Hawaii,Maui,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252694,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.58,single observation,mm,NA,NA,NA,NA,LACM ENT 602552,1950-07-25,M,adult,Huachuca canyon,NA,NA,NA,NA,NA,United States,Arizona,Cochise,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.87,single observation,mm,NA,NA,NA,NA,LACM ENT 602553,NA,M,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.37,single observation,mm,NA,NA,NA,NA,LACM ENT 602556,1970-11-11,F,adult,Lahaina,NA,NA,NA,NA,NA,United States,Hawaii,Maui,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.65,single observation,mm,NA,NA,NA,NA,LACM ENT 602557,1958-09-14,F,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.94,single observation,mm,NA,NA,NA,NA,LACM ENT 602559,1958-07-28,F,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.14,single observation,mm,NA,NA,NA,NA,LACM ENT 602566,1959-04-06,F,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.42,single observation,mm,NA,NA,NA,NA,LACM ENT 602568,1959-06-20,F,adult,"Tuskegee, 8 mi. E.",NA,NA,NA,NA,NA,United States,Alabama,Macon,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.83,single observation,mm,NA,NA,NA,NA,LACM ENT 602582,1958-09-14,M,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.39,single observation,mm,NA,NA,NA,NA,LACM ENT 602586,1955-04-13,M,adult,Alachua county,NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.96,single observation,mm,NA,NA,NA,NA,LACM ENT 602591,1960-08-25,F,adult,Raleigh,NA,NA,NA,NA,NA,United States,North Carolina,Wake,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.88,single observation,mm,NA,NA,NA,NA,LACM ENT 602602,NA,F,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.72,single observation,mm,NA,NA,NA,NA,LACM ENT 602609,1958-04-13,M,adult,Fort Eisenhower,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.64,single observation,mm,NA,NA,NA,NA,LACM ENT 602694,1959-04-24,F,adult,Fort Eisenhower,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252747,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.47,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009084,2003-05-14,M,adult,"University of California, Santa Barbara Garden Plot",34.420556,-119.858171,34.420556,-119.858171,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252746,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.73,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009186,1982-04-09,M,adult,Goddard Camp,34.5003 ,-119.838897,34.5003 ,-119.838897,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica diamesa,gbif:1342141,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.02,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009193,NA,F,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252749,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.36,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009196,1966-04-00,M,adult,Providence Mountains,34.988371,-115.516302,34.988371,-115.516302,NA,United States,California,Riverside,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252727,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.79,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009197,2015-05-11,M,adult,Sands Trail,34.408037,-119.877392,34.408037,-119.877392,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica californica,gbif:1342141,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.82,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009199,1972-05-00,M,adult,NA,NA,NA,NA,NA,NA,United States,California,Mariposa,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252741,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.29,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009202,2015-04-23,M,adult,"University of California, Santa Barbara",34.412534,-119.847305,34.412534,-119.847305,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252706,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.56,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009205,1967-08-18,F,adult,24 miles east of Douglas,31.343902,-109.137461,31.343902,-109.137461,NA,United States,Arizona,Cochise,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica diamesa,gbif:1342141,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.83,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009211,1954-05-16,F,adult,Camino Cielo,34.514289,-119.821129,34.514289,-119.821129,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252742,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,4.96,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009216,1962-03-03,M,adult,Santa Barbara,34.42083 ,-119.711236,34.42083 ,-119.711236,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252704,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.09,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009217,1967-08-22,F,adult,5 miles southeast of San Simon,32.216532,-109.166878,32.216532,-109.166878,NA,United States,Arizona,Cochise,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica diamesa,gbif:1342141,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.99,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009220,1981-05-23,M,adult,Lockwood Valley Road,34.732482,-119.042048,34.732482,-119.042048,NA,United States,California,Ventura,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252705,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.85,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009223,1967-08-24,F,adult,"Onion Saddle, Chiricahua Mountains",31.933424 ,-109.263395,31.933424 ,-109.263395,NA,United States,Arizona,Cochise,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica californica,gbif:1342141,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.91,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009226,1969-05-00,M,adult,NA,35.342849,-118.7299,35.342849,-118.7299,NA,United States,California,Kern,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica diamesa,gbif:1342141,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,6.4,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009229,1983-05-25,M,adult,Bluff Camp,34.4619385,-119.0095468,34.4619385,-119.0095468,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252737,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.35,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009230,1956-05-18,M,adult,NA,34.42083,-119.711236,34.42083,-119.711236,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252740,body size,ITD,http://purl.obolibrary.org/obo/HAO_0002584,NA,NA,individual,5.02,single observation,mm,NA,NA,NA,NA,UCSB-IZC00009234,2003-05-20,M,adult,Lake Los Carneros,34.441666,-119.848335,34.441666,-119.848335,NA,United States,California,Santa Barbara,NA
