catalogNumber,acceptedNameUsage,acceptedNameUsageID,sex,recordLevel,traitName,measurementType,measurementTypeID,measurementRemarks,measurementValue,measurementUnit
LACM ENT 601484,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,female,individual,body size,ITD,HAO_0002584,NA,6.94,millimeters
LACM ENT 601574,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,female,individual,body size,ITD,HAO_0002584,NA,6.11,millimeters
LACM ENT 601544,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,female,individual,body size,ITD,HAO_0002584,NA,6.94,millimeters
LACM ENT 601664,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,female,individual,body size,ITD,HAO_0002584,NA,6.67,millimeters
LACM ENT 601678,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,female,individual,body size,ITD,HAO_0002584,NA,6.05,millimeters
LACM ENT 601467,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,female,individual,body size,ITD,HAO_0002584,NA,6.48,millimeters
LACM ENT 601584,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,female,individual,body size,ITD,HAO_0002584,NA,7.32,millimeters
LACM ENT 601647,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,female,individual,body size,ITD,HAO_0002584,NA,7.05,millimeters
LACM ENT 601541,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,female,individual,body size,ITD,HAO_0002584,NA,7.09,millimeters
LACM ENT 601521,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,male,individual,body size,ITD,HAO_0002584,NA,9.53,millimeters
LACM ENT 601618,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,male,individual,body size,ITD,HAO_0002584,NA,10.06,millimeters
LACM ENT 601498,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,male,individual,body size,ITD,HAO_0002584,NA,9.77,millimeters
LACM ENT 601588,"Xylocopa tranquebarica (Fabricius, 1804)",GBIF:1342355,male,individual,body size,ITD,HAO_0002584,NA,11.13,millimeters
LACM ENT 601839,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,5.21,millimeters
LACM ENT 602568,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,5.42,millimeters
LACM ENT 601768,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,4.93,millimeters
LACM ENT 601710,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,4.55,millimeters
LACM ENT 601761,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,5.38,millimeters
LACM ENT 602557,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,4.65,millimeters
LACM ENT 602566,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,5.14,millimeters
LACM ENT 602694,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,4.64,millimeters
LACM ENT 602591,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,4.96,millimeters
LACM ENT 601688,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,4.74,millimeters
LACM ENT 602559,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,4.94,millimeters
LACM ENT 602516,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,4.19,millimeters
LACM ENT 602602,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,4.88,millimeters
LACM ENT 601787,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,female,individual,body size,ITD,HAO_0002584,NA,4.97,millimeters
LACM ENT 601860,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.8,millimeters
LACM ENT 602586,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.39,millimeters
LACM ENT 601799,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.43,millimeters
LACM ENT 601873,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.57,millimeters
LACM ENT 601733,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.46,millimeters
LACM ENT 601884,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.77,millimeters
LACM ENT 601502,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.47,millimeters
LACM ENT 602609,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.72,millimeters
LACM ENT 601781,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.52,millimeters
LACM ENT 601829,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.62,millimeters
LACM ENT 601755,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,6.13,millimeters
LACM ENT 602582,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,4.83,millimeters
LACM ENT 601804,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.52,millimeters
LACM ENT 601762,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.86,millimeters
LACM ENT 601888,"Xylocopa virginica (Linnaeus, 1771)",GBIF:1342324,male,individual,body size,ITD,HAO_0002584,NA,5.58,millimeters
LACM ENT 602482,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,7.39,millimeters
LACM ENT 602474,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.68,millimeters
LACM ENT 602468,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.42,millimeters
LACM ENT 602477,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.06,millimeters
LACM ENT 602497,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.27,millimeters
LACM ENT 602466,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.51,millimeters
LACM ENT 602521,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,5.76,millimeters
LACM ENT 602502,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.54,millimeters
LACM ENT 602534,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.63,millimeters
LACM ENT 602484,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,5.7,millimeters
LACM ENT 602476,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,5.94,millimeters
LACM ENT 602525,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.69,millimeters
LACM ENT 602552,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.46,millimeters
LACM ENT 601558,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.51,millimeters
LACM ENT 602522,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,head width,HAO_0002268,NA,6.2,millimeters
UCSB-IZC00009226,"Xylocopa californica subsp. californica Cresson, 1879",NA,male,individual,body size,head width,HAO_0002268,NA,5.87,millimeters
UCSB-IZC00009199,"Xylocopa californica subsp. californica Cresson, 1879",NA,male,individual,body size,head width,HAO_0002268,NA,5.68,millimeters
UCSB-IZC00009220,"Xylocopa californica subsp. diamesa Hurd, 1955",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,5.76,millimeters
UCSB-IZC00009229,"Xylocopa californica subsp. diamesa Hurd, 1955",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,5.95,millimeters
LACM ENT 602487,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,7.19,millimeters
LACM ENT 602483,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,6.97,millimeters
LACM ENT 602485,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,6.74,millimeters
LACM ENT 602499,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,6.94,millimeters
LACM ENT 602461,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,7.23,millimeters
LACM ENT 602492,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,5.53,millimeters
LACM ENT 602520,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,5.94,millimeters
LACM ENT 602527,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,6.81,millimeters
LACM ENT 601551,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,6.73,millimeters
LACM ENT 601491,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,7.62,millimeters
LACM ENT 601528,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,7.26,millimeters
LACM ENT 602519,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,7.79,millimeters
LACM ENT 602512,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,7.25,millimeters
LACM ENT 601454,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,7.04,millimeters
LACM ENT 601675,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,6.73,millimeters
UCSB-IZC00009217,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,7.06,millimeters
UCSB-IZC00009223,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,7.1,millimeters
UCSB-IZC00009205,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,head width,HAO_0002268,NA,6.63,millimeters
UCSB-IZC00009211,"Xylocopa californica subsp. diamesa Hurd, 1955",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,6.86,millimeters
UCSB-IZC00009193,"Xylocopa californica subsp. diamesa Hurd, 1955",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,6.68,millimeters
LACM ENT 602409,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,9.05,millimeters
LACM ENT 601555,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,7.17,millimeters
LACM ENT 601604,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,7.25,millimeters
LACM ENT 602400,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,7.92,millimeters
LACM ENT 601468,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,7.52,millimeters
LACM ENT 601634,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,7.36,millimeters
LACM ENT 601648,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,7.73,millimeters
LACM ENT 602375,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,7.18,millimeters
LACM ENT 601514,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,male,individual,body size,head width,HAO_0002268,NA,7.31,millimeters
LACM ENT 602354,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,10.84,millimeters
LACM ENT 602355,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,9.49,millimeters
LACM ENT 602372,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,9.73,millimeters
LACM ENT 602368,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,9.73,millimeters
LACM ENT 602363,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,10.54,millimeters
LACM ENT 602366,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,9.29,millimeters
LACM ENT 601603,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,9.88,millimeters
LACM ENT 602402,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,9.18,millimeters
LACM ENT 601512,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,9.5,millimeters
LACM ENT 602403,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,9.38,millimeters
LACM ENT 602359,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,8.92,millimeters
LACM ENT 602370,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,9.44,millimeters
LACM ENT 602369,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,9.58,millimeters
LACM ENT 602371,"Xylocopa frontalis (Olivier, 1789)",GBIF:1342518,female,individual,body size,head width,HAO_0002268,NA,10.28,millimeters
LACM ENT 601550,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,9.7,millimeters
LACM ENT 601646,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.46,millimeters
LACM ENT 601641,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.77,millimeters
LACM ENT 601520,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,7.33,millimeters
LACM ENT 601581,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.87,millimeters
LACM ENT 601617,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,9.07,millimeters
LACM ENT 601601,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,10.01,millimeters
LACM ENT 601571,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.98,millimeters
LACM ENT 601606,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.52,millimeters
LACM ENT 601486,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.19,millimeters
LACM ENT 601616,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.8,millimeters
LACM ENT 601576,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.89,millimeters
LACM ENT 601546,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,9.12,millimeters
LACM ENT 601671,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,9.42,millimeters
LACM ENT 602442,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.27,millimeters
LACM ENT 602459,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,9.05,millimeters
LACM ENT 601494,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.24,millimeters
LACM ENT 602490,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,8.19,millimeters
LACM ENT 602500,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,9.68,millimeters
LACM ENT 602445,"Xylocopa inconstans Smith, 1874",GBIF:1342370,female,individual,body size,head width,HAO_0002268,NA,9.48,millimeters
LACM ENT 601497,"Xylocopa latipes (Drury, 1773)",GBIF:1342178,male,individual,body size,head width,HAO_0002268,NA,7.87,millimeters
LACM ENT 601674,"Xylocopa latipes (Drury, 1773)",GBIF:1342178,female,individual,body size,head width,HAO_0002268,NA,9.97,millimeters
LACM ENT 601466,"Xylocopa latipes (Drury, 1773)",GBIF:1342178,female,individual,body size,head width,HAO_0002268,NA,10.03,millimeters
LACM ENT 602452,"Xylocopa micans Lepeletier, 1841",GBIF:1342442,male,individual,body size,head width,HAO_0002268,NA,6.34,millimeters
LACM ENT 602446,"Xylocopa micans Lepeletier, 1842",GBIF:1342443,male,individual,body size,head width,HAO_0002268,NA,6.11,millimeters
LACM ENT 602473,"Xylocopa micans Lepeletier, 1843",GBIF:1342444,male,individual,body size,head width,HAO_0002268,NA,6.21,millimeters
LACM ENT 602455,"Xylocopa micans Lepeletier, 1844",GBIF:1342445,male,individual,body size,head width,HAO_0002268,NA,6.22,millimeters
LACM ENT 602493,"Xylocopa micans Lepeletier, 1845",GBIF:1342446,male,individual,body size,head width,HAO_0002268,NA,5.76,millimeters
LACM ENT 601451,"Xylocopa micans Lepeletier, 1846",GBIF:1342447,male,individual,body size,head width,HAO_0002268,NA,6.16,millimeters
LACM ENT 602475,"Xylocopa micans Lepeletier, 1847",GBIF:1342448,male,individual,body size,head width,HAO_0002268,NA,6.39,millimeters
LACM ENT 602454,"Xylocopa micans Lepeletier, 1848",GBIF:1342449,male,individual,body size,head width,HAO_0002268,NA,6.28,millimeters
LACM ENT 602451,"Xylocopa micans Lepeletier, 1849",GBIF:1342450,male,individual,body size,head width,HAO_0002268,NA,6.12,millimeters
LACM ENT 602489,"Xylocopa micans Lepeletier, 1850",GBIF:1342451,male,individual,body size,head width,HAO_0002268,NA,5.99,millimeters
LACM ENT 602471,"Xylocopa micans Lepeletier, 1851",GBIF:1342452,male,individual,body size,head width,HAO_0002268,NA,5.71,millimeters
LACM ENT 602478,"Xylocopa micans Lepeletier, 1841",GBIF:1342442,female,individual,body size,head width,HAO_0002268,NA,5.94,millimeters
LACM ENT 602467,"Xylocopa micans Lepeletier, 1841",GBIF:1342442,female,individual,body size,head width,HAO_0002268,NA,6.59,millimeters
LACM ENT 602480,"Xylocopa micans Lepeletier, 1841",GBIF:1342442,female,individual,body size,head width,HAO_0002268,NA,6.15,millimeters
LACM ENT 602449,"Xylocopa micans Lepeletier, 1841",GBIF:1342442,female,individual,body size,head width,HAO_0002268,NA,6.37,millimeters
LACM ENT 602479,"Xylocopa micans Lepeletier, 1841",GBIF:1342442,female,individual,body size,head width,HAO_0002268,NA,6.27,millimeters
LACM ENT 602443,"Xylocopa micans Lepeletier, 1841",GBIF:1342442,female,individual,body size,head width,HAO_0002268,NA,6.37,millimeters
LACM ENT 602465,"Xylocopa micans Lepeletier, 1841",GBIF:1342442,female,individual,body size,head width,HAO_0002268,NA,5.78,millimeters
